gopkg.in/natefinch/lumberjack.v2,https://github.com/openshift/cluster-etcd-operator/blob/HEAD/vendor/gopkg.in/natefinch/lumberjack.v2/LICENSE,MIT
gopkg.in/yaml.v2,https://github.com/openshift/cluster-etcd-operator/blob/HEAD/vendor/gopkg.in/yaml.v2/LICENSE,Apache-2.0
gopkg.in/yaml.v3,https://github.com/openshift/cluster-etcd-operator/blob/HEAD/vendor/gopkg.in/yaml.v3/LICENSE,MIT
k8s.io/api,https://github.com/openshift/cluster-etcd-operator/blob/HEAD/vendor/k8s.io/api/LICENSE,Apache-2.0
k8s.io/apiextensions-apiserver/pkg,https://github.com/openshift/cluster-etcd-operator/blob/HEAD/vendor/k8s.io/apiextensions-apiserver/LICENSE,Apache-2.0
k8s.io/apimachinery/pkg,https://github.com/openshift/cluster-etcd-operator/blob/HEAD/vendor/k8s.io/apimachinery/LICENSE,Apache-2.0
k8s.io/apimachinery/third_party/forked/golang,https://github.com/openshift/cluster-etcd-operator/blob/HEAD/vendor/k8s.io/apimachinery/third_party/forked/golang/LICENSE,BSD-3-Clause
k8s.io/apiserver,https://github.com/openshift/cluster-etcd-operator/blob/HEAD/vendor/k8s.io/apiserver/LICENSE,Apache-2.0
k8s.io/client-go,https://github.com/openshift/cluster-etcd-operator/blob/HEAD/vendor/k8s.io/client-go/LICENSE,Apache-2.0
k8s.io/component-base,https://github.com/openshift/cluster-etcd-operator/blob/HEAD/vendor/k8s.io/component-base/LICENSE,Apache-2.0
k8s.io/cri-api/pkg/apis/runtime/v1alpha2,https://github.com/openshift/cluster-etcd-operator/blob/HEAD/vendor/k8s.io/cri-api/LICENSE,Apache-2.0
k8s.io/klog/v2,https://github.com/openshift/cluster-etcd-operator/blob/HEAD/vendor/k8s.io/klog/v2/LICENSE,Apache-2.0
k8s.io/kube-aggregator/pkg,https://github.com/openshift/cluster-etcd-operator/blob/HEAD/vendor/k8s.io/kube-aggregator/LICENSE,Apache-2.0
k8s.io/kube-openapi/pkg,https://github.com/openshift/cluster-etcd-operator/blob/HEAD/vendor/k8s.io/kube-openapi/LICENSE,Apache-2.0
k8s.io/kube-openapi/pkg/validation/spec,https://github.com/openshift/cluster-etcd-operator/blob/HEAD/vendor/k8s.io/kube-openapi/pkg/validation/spec/LICENSE,Apache-2.0
k8s.io/utils,https://github.com/openshift/cluster-etcd-operator/blob/HEAD/vendor/k8s.io/utils/LICENSE,Apache-2.0
k8s.io/utils/internal/third_party/forked/golang,https://github.com/openshift/cluster-etcd-operator/blob/HEAD/vendor/k8s.io/utils/internal/third_party/forked/golang/LICENSE,BSD-3-Clause
sigs.k8s.io/apiserver-network-proxy/konnectivity-client,https://github.com/openshift/cluster-etcd-operator/blob/HEAD/vendor/sigs.k8s.io/apiserver-network-proxy/konnectivity-client/LICENSE,Apache-2.0
sigs.k8s.io/json,https://github.com/openshift/cluster-etcd-operator/blob/HEAD/vendor/sigs.k8s.io/json/LICENSE,Apache-2.0
sigs.k8s.io/kube-storage-version-migrator/pkg,https://github.com/openshift/cluster-etcd-operator/blob/HEAD/vendor/sigs.k8s.io/kube-storage-version-migrator/LICENSE,Apache-2.0
sigs.k8s.io/structured-merge-diff/v4,https://github.com/openshift/cluster-etcd-operator/blob/HEAD/vendor/sigs.k8s.io/structured-merge-diff/v4/LICENSE,Apache-2.0
sigs.k8s.io/yaml,https://github.com/openshift/cluster-etcd-operator/blob/HEAD/vendor/sigs.k8s.io/yaml/LICENSE,MIT
